dictionary_form_id,normalized_form,representative_surface_form,candidate_ids,candidate_count,dictionary_status,dictionary_primary_source,dictionary_secondary_source,dictionary_historical_source,dictionary_definition_paraphrase,dictionary_historical_sense,dictionary_first_attestation_if_available,dictionary_anchor_sense_match,dictionary_polysemy_note,dictionary_source_url_or_id,dictionary_access_date,dictionaryapi_http_status,dictionaryapi_raw_response_path,dictionaryapi_raw_sha256,webster1913_component_headword,webster1913_http_status,webster1913_raw_response_path,webster1913_raw_sha256,dictionary_provenance_note
FT-DICT-C268D7BF4F3F3E,pitiless sun,pitiless sun,FT-SEED-R1B-P-1938-24,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: sun.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Heat as a physical source, state, or thermal condition; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/pitiless%20sun; https://websters1913.timcieplowski.com/word/sun/",2026-08-26,0,,,sun,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-620055E4F2B47B,powerlessness,powerlessness,FT-SEED-R1B-P-2022-20,1,DIRECT_HEADWORD,Webster's Revised Unabridged Dictionary (1913 public-domain headword index),Component headword checked: powerlessness.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Depressed affect directly expressed or instrument-endorsed in a climate context; the candidate is interpreted in its documented anchor and voice context.,The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://websters1913.timcieplowski.com/word/powerlessness/; https://api.dictionaryapi.dev/api/v2/entries/en/powerlessness,2026-08-26,0,data/fear-temperature/priority180/dictionary/raw/dictionaryapi/66b059bbf0e814bb10616b0cb4d7a72aa1df212fbbca562196f940044f5ea29b.json,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,powerlessness,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-40BC740ADD3F21,pre-industrial levels,pre-industrial levels,FT-SEED-R1B-P-2015-06,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: levels.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"A historical reference baseline preceding large-scale industrial-era human influence, operationalized by the relevant climate agreement or assessment.","A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/pre-industrial%20levels; https://websters1913.timcieplowski.com/word/levels/,2026-08-26,0,,,levels,404,data/fear-temperature/priority180/dictionary/raw/webster1913/cd46729724767c071e8267605813a93958c86edaa92d1bf1131f0b925e9f46ed.json,b620507312c5e97566a3c6cfaf99144fefc18a0da7d941401dfa0f5f58fb0368,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-5D240057ECDED4,premature deaths,premature deaths,FT-SEED-R1B-P-2022-27,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: deaths.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Death or mortality attributed to heat or climate consequences; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=12; https://api.dictionaryapi.dev/api/v2/entries/en/premature%20deaths; https://websters1913.timcieplowski.com/word/deaths/",2026-08-26,0,,,deaths,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-E045339B57CA43,premature heat of the weather,premature heat of the weather,FT-SEED-R1B-P-1842-27,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: weather.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Heat as a physical source, state, or thermal condition; the candidate is interpreted in its documented anchor and voice context.","Physical or embodied heat in a local meteorological, material, or bodily-exposure sense.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,"Heat may refer to cooking, machinery, emotion, contest, or political metaphor; those senses are not automatically relevant.","Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/premature%20heat%20of%20the%20weather; https://websters1913.timcieplowski.com/word/weather/",2026-08-26,0,,,weather,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-3D707CD7CC497F,psychological distress,psychological distress,FT-SEED-R1B-P-2022-18,1,TECHNICAL_GLOSSARY,World Health Organization mental-health terminology,Component headword checked: distress.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Modern psychological distress as a research, health, or participant category; the candidate is interpreted in its documented anchor and voice context.",The candidate's affective or evaluative sense as used by the documented speaker/instrument/research voice at the anchor.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.who.int/news-room/fact-sheets/detail/climate-change-and-health; https://api.dictionaryapi.dev/api/v2/entries/en/psychological%20distress; https://websters1913.timcieplowski.com/word/distress/,2026-08-26,0,,,distress,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-E604D2BFC8EBE0,radiation absorption coefficients,radiation absorption coefficients,FT-SEED-R1B-P-1938-06,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: coefficients.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Climate as a historical, geographical, seasonal, or climatological condition; the candidate is interpreted in its documented anchor and voice context.","A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/radiation%20absorption%20coefficients; https://websters1913.timcieplowski.com/word/coefficients/,2026-08-26,0,,,coefficients,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-ABBCAC484C1113,radiation of the heat,radiation of the heat,FT-SEED-R1B-P-1842-17,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: heat.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Heat as a physical source, state, or thermal condition; the candidate is interpreted in its documented anchor and voice context.","A climatic, atmospheric, meteorological, or causal-science sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=6; https://api.dictionaryapi.dev/api/v2/entries/en/radiation%20of%20the%20heat; https://websters1913.timcieplowski.com/word/heat/",2026-08-26,0,,,heat,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-FC02D9651D1263,rather a coincidence,rather a coincidence,FT-SEED-R1B-P-1938-18,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: coincidence.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Concern expressed or endorsed by an identifiable person about a climate or heat object; the candidate is interpreted in its documented anchor and voice context.,An epistemic evaluation that two observations may coincide rather than stand in a causal relation; normally no affect.,NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,Coincidence has epistemic and event-overlap senses; neither should be recoded as emotion here.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=8; https://api.dictionaryapi.dev/api/v2/entries/en/rather%20a%20coincidence; https://websters1913.timcieplowski.com/word/coincidence/",2026-08-26,0,,,coincidence,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-BA26E96606CA5C,regional heat waves,regional heat waves,FT-SEED-R1B-P-1988-07,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: waves.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,A bounded hot-weather or heatwave event; the candidate is interpreted in its documented anchor and voice context.,"A physical temperature, warming, heat, or measurement sense in the documented anchor context.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/regional%20heat%20waves; https://websters1913.timcieplowski.com/word/waves/,2026-08-26,0,,,waves,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-3201497BBD4CAD,rising global average sea level,rising global average sea level,FT-SEED-R1B-P-0607-06,1,TECHNICAL_GLOSSARY,IPCC climate-science glossary / assessment terminology,Component headword checked: level.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,"Generic material, ecological, or social damage; the candidate is interpreted in its documented anchor and voice context.","A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,https://www.ipcc.ch/site/assets/uploads/2018/02/WGIIAR5-AnnexII_FINAL.pdf; https://api.dictionaryapi.dev/api/v2/entries/en/rising%20global%20average%20sea%20level; https://websters1913.timcieplowski.com/word/level/,2026-08-26,0,,,level,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
FT-DICT-0F96F2852B3E4D,risk of conflicts,risk of conflicts,FT-SEED-R1B-P-1988-23,1,NO_STANDALONE_HEADWORD,Component lexical analysis plus anchor-source contextual meaning,Component headword checked: conflicts.,Anchor-period research source/context; Webster 1913 stable component URL recorded but automated page retrieval was unavailable,Risk managed or assessed through institutional procedure; the candidate is interpreted in its documented anchor and voice context.,"A threat, risk, harm, severity, or consequence sense in the documented source; it is not automatically an emotion.",NOT_AVAILABLE_IN_ACCESSED_SOURCES,STRONG,The surface form may realize multiple senses; candidate meaning remains anchored to the report-visible source context.,"Fear of Temperature_ Stratified Lexical Expansion, Voice Mapping, and Semantic-Relational Pre-Valida.pdf#page=9; https://api.dictionaryapi.dev/api/v2/entries/en/risk%20of%20conflicts; https://websters1913.timcieplowski.com/word/conflicts/",2026-08-26,0,,,conflicts,0,,,No paywall or authentication was bypassed. No long proprietary definition is reproduced.
